"address","property_tax_new","property_tax_old","appraisal_new","assessment_new","appraisal_old","assessment_old"
"176 ARMORY ST",26499.6494,20164.186,812200,568540,518000,362600
"181 ARMORY ST",27974.3898,23270.5606,857400,600180,597800,418460
"183 ARMORY ST",1292.0292,895.3209999999999,39600,27720,23000,16099.999999999998
"187 ARMORY ST",21037.889600000002,15465.6971,644800,451360,397300,278110
"188 ARMORY ST",26838.9702,23036.998600000003,822600,575820,591800,414260
"192 ARMORY ST",21794.835999999996,17571.647800000002,668000,467599.99999999994,451400,315980
"195 ARMORY ST",1461.6896,1015.9947,44800,31359.999999999996,26100,18270
"201 ARMORY ST",15165.0296,11701.456199999999,464800,325360,300600,210420
"206 ARMORY ST",17337.9878,14558.697999999999,531400,371980,374000,261799.99999999997
"207 ARMORY ST",18183.027100000003,13706.196699999997,557300,390110,352100,246469.99999999997
"12 ARMSTRONG ST",8391.6644,6777.190699999999,257200,180040,174100,121869.99999999999
"19 ARMSTRONG ST",8287.258,6621.4827,254000,177800,170100,119069.99999999999
"22 ARMSTRONG ST",9298.695,6781.0833999999995,285000,199500,174200,121939.99999999999
"26 ARMSTRONG ST",7912.0475,6290.6032000000005,242500,169750,161600,113120
"27 ARMSTRONG ST",15289.0122,11273.259199999999,468600,328020,289600,202720
"32 ARMSTRONG ST",8887.5948,6640.946199999999,272400,190680,170600,119419.99999999999
"39 ARMSTRONG ST",12349.3195,10078.2003,378500,264950,258900,181230
"6 ASH DR",13145.418300000001,14017.612699999998,402900,282030,360100,252069.99999999997
"14 ASH DR",11713.092999999999,10070.4149,359000,251299.99999999997,258700,181090
"25 ASH DR",13824.0599,13410.351499999999,423700,296590,344500,241149.99999999997
"26 ASH DR",17762.1388,15800.4693,544400,381080,405900,284130
"46 ASH DR",12434.1497,10790.564400000001,381100,266770,277200,194040
"51 ASH DR",14254.7363,14356.277599999998,436900,305830,368800,258159.99999999997
"56 ASH DR",16786.5915,13028.866899999999,514500,360150,334700,234289.99999999997
"66 ASH DR",18290.6962,13939.758699999997,560600,392420,358100,250669.99999999997
"75 ASH DR",17129.175,15200.9935,525000,367500,390500,273350
"76 ASH DR",19347.811,17053.9187,593000,415100,438100,306670
"86 ASH DR",12590.759300000002,12472.2108,385900,270130,320400,224280
"89 ASH DR",13282.4517,12931.549399999998,407100,284970,332200,232539.99999999997
"95 ASH DR",14042.660800000001,11674.2073,430400,301280,299900,209930
"96 ASH DR",13895.839300000001,11678.1,425900,298130,300000,210000
"110 ASH DR",12280.802800000001,10015.917099999999,376400,263480,257300,180110
"10 ASPEN CR",14972.5303,11899.983900000001,458900,321230,305700,213990
"20 ASPEN CR",14362.4054,12351.5371,440200,308140,317300,222110
"30 ASPEN CR",14489.6507,12238.6488,444100,310870,314400,220080
"40 ASPEN CR",15047.572400000001,12382.678699999999,461200,322840,318100,222670
"11 ATHOL PL",10042.5906,7170.353399999999,307800,215460,184200,128939.99999999999
"15 ATHOL PL",7713.0228,5913.0113,236400,165480,151900,106330
"20 ATHOL PL",8153.4873,6181.607599999999,249900,174930,158800,111160
"21 ATHOL PL",9425.9403,6816.117699999999,288900,202230,175100,122569.99999999999
"23 ATHOL PL",1102.7926,681.2225,33800,23660,17500,12250
"26 ATHOL PL",10992.0363,8096.816,336900,235829.99999999997,208000,145600
"35 ATHOL PL",11076.866499999998,7353.3103,339500,237649.99999999997,188900,132230
"18 ATLAS ST",6652.6453,5072.188099999999,203900,142730,130300,91210
"19 ATLAS ST",14264.5244,9879.6726,437200,306040,253800,177660
"29 ATLAS ST",8584.1637,6637.053499999999,263100,184170,170500,119349.99999999999
"30 ATLAS ST",9256.2799,6971.825699999999,283700,198590,179100,125369.99999999999
"35 ATLAS ST",8323.1477,5983.079900000001,255100,178570,153700,107590
"36 ATLAS ST",6499.298400000001,4211.901400000001,199200,139440,108200,75740
"39 ATLAS ST",6812.517599999999,5340.7844000000005,208800,146160,137200,96040
"12 AUGUR ST",14271.0498,10031.4879,437400,306180,257700,180390
"13 AUGUR ST",12564.6577,8645.686699999998,385100,269570,222100,155470
"16 AUGUR ST",9376.999800000001,6781.0833999999995,287400,201180,174200,121939.99999999999
"20 AUGUR ST",11804.448599999998,11428.9672,361800,253259.99999999997,293600,205520
"26 AUGUR ST",10329.7082,7201.494999999999,316600,221620,185000,129499.99999999999
"36 AUGUR ST",13249.8247,10490.8265,406100,284270,269500,188650
"40 AUGUR ST",10708.181399999998,7886.6102,328200,229739.99999999997,202600,141820
"42 AUGUR ST",11350.933299999999,9190.6647,347900,243529.99999999997,236100,165270
"45 AUGUR ST",11168.222099999997,9346.3727,342300,239609.99999999997,240100,168070
"46 AUGUR ST",9996.9128,7987.8204000000005,306400,214480,205200,143640
"47 AUGUR ST",10894.155299999999,8867.5706,333900,233729.99999999997,227800,159460
"50 AUGUR ST",11827.287499999999,10043.166,362500,253749.99999999997,258000,180600
"51 AUGUR ST",11262.8404,9038.849400000001,345200,241639.99999999997,232200,162540
"69 AUGUR ST",9957.760400000001,7964.4642,305200,213640,204600,143220
"71 AUGUR ST",9863.1421,6964.040299999999,302300,211610,178900,125229.99999999999
"73 AUGUR ST",9553.185599999999,7006.859999999999,292800,204960,180000,125999.99999999999
"75 AUGUR ST",9073.5687,6839.473899999999,278100,194670,175700,122989.99999999999
"76 AUGUR ST",5807.605999999999,3390.5416999999998,178000,124599.99999999999,87100,60969.99999999999
"77 AUGUR ST",9856.616699999999,7633.5847,302100,211470,196100,137270
"89 AUGUR ST",10531.9956,8092.9232999999995,322800,225960,207900,145530
"90 AUGUR ST",12972.4952,8240.8459,397600,278320,211700,148190
"96 AUGUR ST",12408.0481,9463.153699999999,380300,266210,243100,170170
"97 AUGUR ST",10251.403400000001,8065.674400000001,314200,219940,207200,145040
"99 AUGUR ST",11709.8303,8575.6181,358900,251229.99999999997,220300,154210
"102 AUGUR ST",16248.246,12550.0648,498000,348600,322400,225680
"109 AUGUR ST",9621.7023,7505.125599999999,294900,206430,192800,134960
"110 AUGUR ST",9533.609400000001,7695.8679,292200,204540,197700,138390
"114 AUGUR ST",9807.6762,8022.8547,300600,210420,206100,144270
"117 AUGUR ST",9494.457,7505.125599999999,291000,203700,192800,134960
"118 AUGUR ST",9761.9984,7598.5504,299200,209440,195200,136640
"121 AUGUR ST",9611.9142,7649.1555,294600,206220,196500,137550
"122 AUGUR ST",10649.452800000001,11335.5424,326400,228480,291200,203840
"124 AUGUR ST",10868.053699999999,8684.6137,333100,233169.99999999997,223100,156170
"128 AUGUR ST",12319.955199999999,6722.692899999999,377600,264320,172700,120889.99999999999
"133 AUGUR ST",11044.239499999998,8042.318200000001,338500,236949.99999999997,206600,144620
"135 AUGUR ST",7373.702,5274.6085,226000,158200,135500,94850
"136 AUGUR ST",270.80409999999995,221.88389999999995,8300,5810,5700,3989.9999999999995
"139 AUGUR ST",9187.7632,7073.0359,281600,197120,181700,127189.99999999999
"140 AUGUR ST",12763.6824,8743.0042,391200,273840,224600,157220
"141 AUGUR ST",9331.322,7185.9241999999995,286000,200200,184600,129219.99999999999
"142 AUGUR ST",7823.9546,5399.1749,239800,167860,138700,97090
"143 AUGUR ST",8398.1898,6769.4052999999985,257400,180180,173900,121729.99999999999
"146 AUGUR ST",10238.3526,8264.2021,313800,219660,212300,148610
"147 AUGUR ST",10486.3178,7625.7993,321400,224980,195900,137130
"150 AUGUR ST",10130.6835,8038.4255,310500,217350,206500,144550
"153 AUGUR ST",9566.2364,7477.8767,293200,205240,192100,134470
"154 AUGUR ST",9657.592,7505.125599999999,296000,207200,192800,134960
"155 AUGUR ST",9318.2712,7123.640999999999,285600,199920,183000,128099.99999999999
"159 AUGUR ST",10988.773599999999,8556.1546,336800,235759.99999999997,219800,153860
"160 AUGUR ST",12052.413799999998,9957.5266,369400,258579.99999999997,255800,179060
"166 AUGUR ST",10199.2002,8170.7773,312600,218820,209900,146930
"167 AUGUR ST",11383.5603,8221.3824,348900,244229.99999999997,211200,147840
"169 AUGUR ST",9970.8112,7275.456299999999,305600,213920,186900,130829.99999999999
"171 AUGUR ST",10466.7416,8166.884599999999,320800,224560,209800,146860
"172 AUGUR ST",9027.8909,7002.967299999998,276700,193690,179900,125929.99999999999
"175 AUGUR ST",9641.2785,7512.911,295500,206850,193000,135100
"178 AUGUR ST",10023.0144,7695.8679,307200,215040,197700,138390
"179 AUGUR ST",9899.0318,7551.838,303400,212380,194000,135800
"182 AUGUR ST",9044.2044,7217.0657999999985,277200,194040,185400,129779.99999999999
"186 AUGUR ST",8995.2639,6964.040299999999,275700,192990,178900,125229.99999999999
"189 AUGUR ST",10169.8359,7851.575900000001,311700,218190,201700,141190
"193 AUGUR ST",9934.9215,7684.1898,304500,213150,197400,138180
"195 AUGUR ST",16117.738,11518.499300000001,494000,345800,295900,207130
"196 AUGUR ST",8319.885,5967.509099999999,255000,178500,153300,107310
"199 AUGUR ST",17158.5393,12456.64,525900,368130,320000,224000
"200 AUGUR ST",9308.4831,7189.8169,285300,199710,184700,129289.99999999999
"202 AUGUR ST",8345.9866,6718.8002,255800,179060,172600,120819.99999999999
"205 AUGUR ST",8698.358199999999,6820.010399999999,266600,186620,175200,122639.99999999999
"208 AUGUR ST",9021.3655,6442.418499999999,276500,193550,165500,115849.99999999999
"209 AUGUR ST",9005.052,7236.529299999999,276000,193200,185900,130129.99999999999
"210 AUGUR ST",9761.9984,7403.915400000001,299200,209440,190200,133140
"211 AUGUR ST",9040.9417,7368.8811,277100,193970,189300,132510
"212 AUGUR ST",9295.4323,6925.113299999999,284900,199430,177900,124529.99999999999
"215 AUGUR ST",8734.2479,6874.508199999999,267700,187390,176600,123619.99999999999
"219 AUGUR ST",11383.5603,8929.8538,348900,244229.99999999997,229400,160580
"221 AUGUR ST",14143.8045,10194.981300000001,433500,303450,261900,183330
"222 AUGUR ST",8659.205800000002,6088.1828,265400,185780,156400,109480
"225 AUGUR ST",14584.269,10156.054300000002,447000,312900,260900,182630
"226 AUGUR ST",8868.0186,6983.503799999999,271800,190260,179400,125579.99999999999
"229 AUGUR ST",15227.0209,10934.5943,466700,326690,280900,196630
"230 AUGUR ST",9037.679,6313.959400000001,277000,193900,162200,113540
"233 AUGUR ST",16682.1851,11958.3744,511300,357910,307200,215040
"234 AUGUR ST",8195.902399999999,6407.3841999999995,251200,175840,164600,115219.99999999999
"238 AUGUR ST",9253.017199999998,6971.825699999999,283600,198520,179100,125369.99999999999
"242 AUGUR ST",8750.5614,6625.375399999999,268200,187740,170200,119139.99999999999
"245 AUGUR ST",10845.2148,8513.3349,332400,232679.99999999997,218700,153090
"250 AUGUR ST",8740.7733,6387.9207,267900,187530,164100,114869.99999999999
"251 AUGUR ST",9742.422199999999,7532.3745,298600,209020,193500,135450
"253 AUGUR ST",10554.8345,7711.438700000001,323500,226450,198100,138670
"254 AUGUR ST",8133.911099999999,6660.409699999999,249300,174510,171100,119769.99999999999
"258 AUGUR ST",9752.2103,8077.3525,298900,209230,207500,145250
"259 AUGUR ST",8737.5106,6555.3067999999985,267800,187460,168400,117879.99999999999
"262 AUGUR ST",8809.29,7189.8169,270000,189000,184700,129289.99999999999
"263 AUGUR ST",10456.9535,7894.3956,320500,224350,202800,141960
"266 AUGUR ST",9044.2044,7213.173099999999,277200,194040,185300,129709.99999999999
"270 AUGUR ST",9510.7705,7361.0957,291500,204050,189100,132370
"271 AUGUR ST",10783.223499999998,7929.4299,330500,231349.99999999997,203700,142590
"274 AUGUR ST",9641.2785,7582.9796,295500,206850,194800,136360
"275 AUGUR ST",10483.0551,8369.305,321300,224910,215000,150500
"279 AUGUR ST",10763.647299999999,8894.8195,329900,230929.99999999997,228500,159950
"281 AUGUR ST",13928.4663,11717.027,426900,298830,301000,210700
"284 AUGUR ST",9461.83,7567.4088,290000,203000,194400,136080
"285 AUGUR ST",9947.972300000001,6559.199499999999,304900,213430,168500,117949.99999999999
"288 AUGUR ST",9474.8808,7738.687599999999,290400,203280,198800,139160
"289 AUGUR ST",10577.6734,8217.4897,324200,226940,211100,147770
"293 AUGUR ST",8868.0186,6691.551299999999,271800,190260,171900,120329.99999999999
"294 AUGUR ST",9846.828599999999,8042.318200000001,301800,211260,206600,144620
"295 AUGUR ST",8678.782,6648.731599999998,266000,186200,170800,119559.99999999999
"296 AUGUR ST",8956.1115,7337.7395,274500,192150,188500,131950
"322 AUGUR ST",14492.913400000001,12040.1211,444200,310940,309300,216510
"323 AUGUR ST",16861.6336,12300.932,516800,361760,316000,221200
"327 AUGUR ST",15145.4534,11047.4826,464200,324940,283800,198660
"329 AUGUR ST",11122.5443,6566.9848999999995,340900,238629.99999999997,168700,118089.99999999999
"331 AUGUR ST",9370.474400000001,7232.636599999999,287200,201040,185800,130059.99999999999
"333 AUGUR ST",10009.9636,6878.4009,306800,214760,176700,123689.99999999999
"334 AUGUR ST",9553.185599999999,6543.628699999999,292800,204960,168100,117669.99999999999
"337 AUGUR ST",8208.9532,5134.4713,251600,176120,131900,92330
"338 AUGUR ST",9996.9128,6839.473899999999,306400,214480,175700,122989.99999999999
"339 AUGUR ST",6352.476900000001,4566.1371,194700,136290,117300,82110
"342 AUGUR ST",7869.6323999999995,4947.621700000001,241200,168840,127100,88970
"304 AUGUR ST #U12",3024.5228999999995,1712.7879999999998,92700,64889.99999999999,44000,30799.999999999996
"302 AUGUR ST #U13",2952.7434999999996,1965.8135,90500,63349.99999999999,50500,35350
"300 AUGUR ST #U14",3040.8363999999992,2016.4186000000002,93200,65239.99999999999,51800,36260
"20 AUSTEN RD",10894.155299999999,8256.4167,333900,233729.99999999997,212100,148470
"21 AUSTEN RD",10992.0363,8735.2188,336900,235829.99999999997,224400,157080
"29 AUSTEN RD",9357.4236,7263.778199999999,286800,200760,186600,130619.99999999999
"35 AUSTEN RD",296.9057,245.2401,9100,6370,6300,4410
"40 AUSTEN RD",10270.979599999999,7987.8204000000005,314800,220360,205200,143640
"45 AUSTEN RD",11266.103099999998,8571.725400000001,345300,241709.99999999997,220200,154140
"46 AUSTEN RD",10117.6327,6979.611099999998,310100,217070,179300,125509.99999999999
"51 AUSTEN RD",11589.110399999998,8762.4677,355200,248639.99999999997,225100,157570
"54 AUSTEN RD",9233.441,7364.9884,283000,198100,189200,132440
"59 AUSTEN RD",11722.881099999997,7345.5249,359300,251509.99999999997,188700,132090
"60 AUSTEN RD",10734.282999999998,8209.7043,329000,230299.99999999997,210900,147630
"66 AUSTEN RD",8747.2987,6792.761499999999,268100,187670,174500,122149.99999999999
"67 AUSTEN RD",10652.7155,8268.094799999999,326500,228550,212400,148680
"74 AUSTEN RD",9980.5993,7843.7905,305900,214130,201500,141050
"75 AUSTEN RD",11040.976799999999,8536.6911,338400,236879.99999999997,219300,153510
"3 AUTUMN RIDGE RD",17987.2651,22383.025,551300,385910,575000,402500
"15 AUTUMN RIDGE RD",25964.566600000002,29253.6405,795800,557060,751500,526050
"16 AUTUMN RIDGE RD",21745.895499999995,23476.8737,666500,466549.99999999994,603100,422170
"27 AUTUMN RIDGE RD",3647.6986,3094.6965,111800,78260,79500,55650
"28 AUTUMN RIDGE RD",26026.5579,28054.688899999994,797700,558390,720700,504489.99999999994
"43 AUTUMN RIDGE RD",16731.1256,21437.098899999997,512800,358960,550700,385490
"61 AUTUMN RIDGE RD",NA,45299.3499,NA,NA,1163700,814590
"73 AUTUMN RIDGE RD",28865.1069,26431.432999999997,884700,619290,679000,475299.99999999994
"78 AUTUMN RIDGE RD",23096.653299999998,24477.2976,707900,495529.99999999994,628800,440160
"85 AUTUMN RIDGE RD",NA,38888.073,NA,NA,999000,699300
"14 BAGLEY AVE",9292.1696,6185.5003,284800,199360,158900,111230
"18 BAGLEY AVE",12378.6838,9389.1924,379400,265580,241200,168840
"19 BAGLEY AVE",10789.748899999999,8431.5882,330700,231489.99999999997,216600,151620
"22 BAGLEY AVE",24561.605600000003,14184.9988,752800,526960,364400,255079.99999999997
"25 BAGLEY AVE",4805.9571,2802.744,147300,103110,72000,50400
"29 BAGLEY AVE",7220.3551,4441.5707,221300,154910,114100,79870
"30 BAGLEY AVE",8978.9504,5959.7237000000005,275200,192640,153100,107170
"33 BAGLEY AVE",7553.1505,4694.5962,231500,162050,120600,84420
"34 BAGLEY AVE",9745.6849,7680.2971,298700,209090,197300,138110
"36 BAGLEY AVE",2972.3196999999996,1759.5003999999997,91100,63769.99999999999,45200,31639.999999999996
"37 BAGLEY AVE",8607.0026,6216.6419000000005,263800,184660,159700,111790
"44 BAGLEY AVE",14254.7363,9062.2056,436900,305830,232800,162960
"48 BAGLEY AVE",4779.8555,2281.1222000000002,146500,102550,58600,41020
"51 BAGLEY AVE",8649.4177,5445.887299999999,265100,185570,139900,97930
"54 BAGLEY AVE",6567.8151,6236.1054,201300,140910,160200,112140
"57 BAGLEY AVE",16427.6945,9548.793099999999,503500,352450,245300,171710
"62 BAGLEY AVE",3367.1064,2238.3025,103200,72240,57500,40250
"5 BAKER RD",8251.3683,6208.8565,252900,177030,159500,111650
"10 BAKER RD",8088.2333,5920.7967,247900,173530,152100,106470
"15 BAKER RD",8965.899599999999,6095.9682,274800,192360,156600,109620
"30 BAKER RD",8401.4525,5983.079900000001,257500,180250,153700,107590
"15 BALDWIN RD",9207.3394,8544.4765,282200,197540,219500,153650
"16 BALDWIN RD",8933.2726,6438.5257999999985,273800,191660,165400,115779.99999999999
"21 BALDWIN RD",9722.846,7197.602299999999,298000,208600,184900,129429.99999999999
"22 BALDWIN RD",8662.4685,6173.8222000000005,265500,185850,158600,111020
"27 BALDWIN RD",9282.3815,6932.898699999999,284500,199150,178100,124669.99999999999
"28 BALDWIN RD",8939.798,6675.980499999999,274000,191800,171500,120049.99999999999
"33 BALDWIN RD",9301.957699999999,6905.649799999999,285100,199570,177400,124179.99999999999
"34 BALDWIN RD",8310.096899999999,6049.2558,254700,178290,155400,108780
"39 BALDWIN RD",8421.028699999999,6123.2171,258100,180670,157300,110110
"40 BALDWIN RD",9540.134800000002,6777.190699999999,292400,204680,174100,121869.99999999999
"45 BALDWIN RD",7817.4292000000005,5613.2734,239600,167720,144200,100940
"46 BALDWIN RD",11556.4834,9050.5275,354200,247939.99999999997,232500,162750
"9 BANK ST",8411.2406,6317.8521,257800,180460,162300,113610
"15 BANK ST",9628.2277,6566.9848999999995,295100,206570,168700,118089.99999999999
"19 BANK ST",8734.2479,6399.598799999999,267700,187390,164400,115079.99999999999
"25 BANK ST",9145.3481,6820.010399999999,280300,196210,175200,122639.99999999999
"27 BANK ST",10009.9636,6337.3156,306800,214760,162800,113960
"33 BANK ST",8717.9344,6707.122099999999,267200,187040,172300,120609.99999999999
"27 BARBARA LA",12352.582199999999,9614.969,378600,265020,247000,172900
"36 BARBARA LA",14982.3184,11195.4052,459200,321440,287600,201320
"45 BARBARA LA",13961.0933,11456.2161,427900,299530,294300,206010
"50 BARBARA LA",16744.1764,12040.1211,513200,359240,309300,216510
"1 BARRACLOUGH AVE",10310.132,7793.1854,316000,221200,200200,140140
