PER,JNL,SRC,EFF_DATE,REFERENCE,BEG_BALANCE,DEBITS,CREDITS,NET_CHANGE,END_BALANCE
7,413,GNI,01/30/24, 01302024-01302024,,5322.41,0,-115691817.63,
7,414,GNI,01/31/24, 01312024-01312024,,.00,2040.79,-115693858.42,
7,524,GNI,01/04/24, chris 01042024-01042024,,.00,6536.1,-115700394.52,
7,525,GNI,01/05/24, chris 01052024-01052024,,.00,10359.99,-115710754.51,
7,537,GNI,01/23/24, TAXfix 01232024-01232024,,.00,1741813.42,-117452567.93,
7,538,GEN,01/31/24,,,1309809.13,0,-116142758.80,
7,539,GRV,01/31/24,,,.00,1309809.13,-117452567.93,
7,541,GEN,01/31/24,,,.00,4743.42,-117457311.35,
7,577,GEN,01/31/24,,,28905.38,0,-117428405.97,
8,42,GNI,02/01/24, 02012024-02012024,,.00,24330.86,-117452736.83,
8,43,GNI,02/02/24, 02022024-02022024,,.00,963.89,-117453700.72,
8,44,GNI,02/05/24, 02052024-02052024,,.00,3320.55,-117457021.27,
8,45,GNI,02/06/24, 02062024-02062024,,.00,6239.95,-117463261.22,
8,46,GNI,02/07/24, 02072024-02072024,,.00,7301.18,-117470562.40,
8,49,GEN,02/01/24,,,.00,79280022.57,-196750584.97,
8,127,GNI,02/08/24, 02082024-02082024,,.00,4113.15,-196754698.12,
8,129,GNI,02/09/24, 02092024-02092024,,.00,261.64,-196754959.76,
8,130,GNI,02/14/24, 02142024-02142024,,.00,621.67,-196755581.43,
8,131,GNI,02/15/24, 02152024-02152024,,.00,6108.12,-196761689.55,
8,132,GNI,02/16/24, 02162024-02162024,,.00,174.56,-196761864.11,
8,133,GNI,02/20/24, 02202024-02202024,,.00,899.55,-196762763.66,
8,237,GNI,02/27/24, 02272024-02272024,,.00,447.18,-196763210.84,
8,238,GNI,02/21/24, 02212024-02212024,,.00,200,-196763410.84,
8,239,GNI,02/22/24, 02222024-02222024,,.00,1550,-196764960.84,
8,240,GNI,02/23/24, 02222024-02222024,,.00,1550,-196766510.84,
8,242,GNI,02/27/24, 02272024-02272024,,.00,447.18,-196766958.02,
8,244,GNI,02/29/24, 02292024-02292024,,.00,8904.13,-196775862.15,
8,266,GNI,02/23/24, TAXfix 02232024-02232024,,.00,1811.7,-196777673.85,
8,268,GRV,02/23/24,,,1550.00,0,-196776123.85,
8,316,GEN,02/28/24,,,.00,53901.28,-196830025.13,
9,149,GNI,03/01/24, 03012024-03012024,,.00,3849.74,-196833874.87,
9,150,GNI,03/04/24, 03042024-03042024,,.00,5769.43,-196839644.30,
9,151,GNI,03/05/24, 03052024-03052024,,.00,393.84,-196840038.14,
9,152,GNI,03/07/24, 03072024-03072024,,.00,11793.5,-196851831.64,
9,154,GNI,03/11/24, 03112024-03112024,,.00,5493.23,-196857324.87,
9,213,GNI,03/14/24, 03142024-03142024,,.00,4560.78,-196861885.65,
9,213,GNI,03/14/24, 03142024-03142024,,3437.19,0,-196858448.46,
9,215,GNI,03/18/24, 03182024-03182024,,.00,721.34,-196859169.80,
9,216,GNI,03/19/24, 03192024-03192024,,.00,28793.69,-196887963.49,
9,217,GNI,03/20/24, 03202024-03202024,,.00,19859.38,-196907822.87,
9,218,GEN,03/21/24,,,.00,11378641.21,-208286464.08,
9,388,GNI,03/21/24, 03212024-03212024,,.00,42978.3,-208329442.38,
9,388,GNI,03/21/24, 03212024-03212024,,5458.56,0,-208323983.82,
9,389,GNI,03/22/24, 03222024-03222024,,.00,47329.37,-208371313.19,
9,389,GNI,03/22/24, 03222024-03222024,,5521.66,0,-208365791.53,
9,390,GNI,03/25/24, 03252024-03252024,,.00,10074.99,-208375866.52,
9,391,GNI,03/26/24, 03262024-03262024,,.00,34355.36,-208410221.88,
9,392,GNI,03/27/24, 03272024-03272024,,.00,46583.73,-208456805.61,
9,393,GNI,03/28/24, 03282024-03282024,,.00,69387.48,-208526193.09,
9,393,GNI,03/28/24, 03282024-03282024,,3837.00,0,-208522356.09,
9,489,GNI,03/06/24, 03062024-03062024,,.00,771.41,-208523127.50,
9,492,GEN,03/31/24,,,14408.72,0,-208508718.78,
9,520,GEN,03/31/24,,,.00,1830,-208510548.78,
10,85,GNI,04/01/24, 04012024-04012024,,.00,128394.55,-208638943.33,
10,86,GNI,04/02/24, 04022024-04022024,,.00,44950.16,-208683893.49,
10,87,GNI,04/03/24, 04032024-04032024,,.00,6513.19,-208690406.68,
10,88,GNI,04/04/24, 04042024-04042024,,.00,46396.73,-208736803.41,
10,89,GNI,04/05/24, 04052024-04052024,,.00,75449.21,-208812252.62,
10,90,GNI,04/08/24, 04082024-04082024,,.00,51065.31,-208863317.93,
10,91,GNI,04/09/24, 04092024-04092024,,.00,669.58,-208863987.51,
10,92,GNI,04/10/24, 04102024-04102024,,.00,20019.12,-208884006.63,
10,93,GNI,04/11/24, 04112024-04112024,,.00,29140.17,-208913146.80,
10,97,API,04/11/24, 020702 118993 ALLEGRA,,1661.52,0,-208911485.28,
10,97,API,04/11/24, 020703 118994 ANDREW,,3382.80,0,-208908102.48,
10,97,API,04/11/24, 020704 118995 BRAUNSTEIN,,449.12,0,-208907653.36,
10,97,API,04/11/24, 016578 118996 BROWN,,50.00,0,-208907603.36,
10,97,API,04/11/24, 020705 118997 CHRISTIAN,,1777.95,0,-208905825.41,
10,97,API,04/11/24, 020265 118998 COOPER,,1212.52,0,-208904612.89,
10,97,API,04/11/24, 012392 119000 CORELOGIC,,5110.85,0,-208899502.04,
10,97,API,04/11/24, 012392 119001 CORELOGIC,,19.73,0,-208899482.31,
10,97,API,04/11/24, 020706 119002 DANVERS,,2788.28,0,-208896694.03,
10,97,API,04/11/24, 020707 119003 DECROSTA,,20.39,0,-208896673.64,
10,97,API,04/11/24, 020708 119004 DOLAN-MARTOCCI,,200.00,0,-208896473.64,
10,97,API,04/11/24, 020709 119017 HORTAS,,221.01,0,-208896252.63,
10,97,API,04/11/24, 079674 119018 IAGROSSI,,583.28,0,-208895669.35,
10,97,API,04/11/24, 020710 119019 KARLSEN,,100.00,0,-208895569.35,
10,97,API,04/11/24, 014428 119020 LERETA,,44399.25,0,-208851170.10,
10,97,API,04/11/24, 014428 119021 LERETA,,7468.94,0,-208843701.16,
10,97,API,04/11/24, 014428 119022 LERETA,,4043.29,0,-208839657.87,
10,97,API,04/11/24, 033627 119027 MOORE,,46.06,0,-208839611.81,
10,97,API,04/11/24, 020701 119028 FORTUNA,,4078.81,0,-208835533.00,
10,97,API,04/11/24, 020712 119030 OZ270,,114.37,0,-208835418.63,
10,97,API,04/11/24, 020713 119032 OZ280,,182.98,0,-208835235.65,
10,97,API,04/11/24, 020714 119034 RAY,,278.24,0,-208834957.41,
10,97,API,04/11/24, 100617 119036 SUMPTER,,149.71,0,-208834807.70,
10,97,API,04/11/24, 020716 119037 SWEENEY,,2198.26,0,-208832609.44,
10,97,API,04/11/24, 014535 119039 DAVEY TREE EXPE,,4415.07,0,-208828194.37,
10,97,API,04/11/24, 014446 119041 VISCUSO,,1973.30,0,-208826221.07,
10,97,API,04/11/24, 014446 119044 VISCUSO,,297.17,0,-208825923.90,
10,97,API,04/11/24, 014401 119046 WELLS FARGO TAX,,3879.51,0,-208822044.39,
10,97,API,04/11/24, 014401 119049 WELLS FARGO TAX,,4199.18,0,-208817845.21,
10,97,API,04/11/24, 020717 119055 WIMAN,,187.15,0,-208817658.06,
10,120,GNI,04/12/24, chris 04122024-04122024,,.00,3870.86,-208821528.92,
10,120,GNI,04/12/24, chris 04122024-04122024,,6121.18,0,-208815407.74,
10,121,GNI,04/15/24, chris 04152024-04152024,,.00,17922.79,-208833330.53,
10,122,GNI,04/16/24, chris 04162024-04162024,,.00,8011.25,-208841341.78,
10,123,GNI,04/17/24, chris 04172024-04172024,,.00,3994.1,-208845335.88,
10,124,GNI,04/18/24, chris 04182024-04182024,,.00,30172.74,-208875508.62,
10,125,GNI,04/19/24, chris 04192024-04192024,,.00,8100.42,-208883609.04,
10,126,GNI,04/22/24, chris 04222024-04222024,,.00,32476.72,-208916085.76,
10,154,GNI,04/23/24, chris 04232024-04232024,,.00,38822.34,-208954908.10,
10,155,GNI,04/24/24, chris 04242024-04242024,,.00,12414.95,-208967323.05,
10,156,GEN,04/28/24, Tax adjust to rev income,,.00,3888145.69,-212855468.74,
10,292,GNI,04/25/24, chris 04252024-04252024,,.00,303526.69,-213158995.43,
10,293,GNI,04/26/24, chris 04262024-04262024,,.00,9055.14,-213168050.57,
10,294,GNI,04/29/24, chris 04292024-04292024,,.00,50173.17,-213218223.74,
10,295,GNI,04/30/24, chris 04302024-04302024,,.00,66119.68,-213284343.42,
10,415,GEN,04/30/24,,,6698.54,0,-213277644.88,
10,450,GEN,04/30/24,,,58736.81,0,-213218908.07,
11,385,GNI,05/01/24, Tax 05012024-05012024,,.00,49989.28,-213268897.35,
11,386,GNI,05/02/24, Tax 05022024-05022024,,.00,45432.08,-213314329.43,
11,387,GNI,05/03/24, Tax 05032024-05032024,,.00,10073.88,-213324403.31,
11,387,GNI,05/03/24, Tax 05032024-05032024,,1310.56,0,-213323092.75,
11,388,GNI,05/06/24, Tax 05062024-05062024,,.00,2874.78,-213325967.53,
11,389,GNI,05/07/24, Tax 05072024-05072024,,.00,47860.01,-213373827.54,
11,390,GNI,05/08/24, Tax 05082024-05082024,,.00,15784.18,-213389611.72,
11,391,GNI,05/09/24, Tax 05092024-05092024,,.00,11810.06,-213401421.78,
11,392,GNI,05/10/24, Tax 05102024-05102024,,.00,1529.63,-213402951.41,
11,393,GNI,05/13/24, Tax 05132024-05132024,,.00,48894.66,-213451846.07,
11,394,GNI,05/14/24, Tax 05142024-05142024,,.00,3631.18,-213455477.25,
11,395,GNI,05/15/24, Tax 05152024-05152024,,.00,11735.53,-213467212.78,
11,395,GNI,05/15/24, Tax 05152024-05152024,,3837.00,0,-213463375.78,
11,396,GNI,05/16/24, Tax 05162024-05162024,,.00,14082.29,-213477458.07,
11,397,GNI,05/17/24, Tax 05172024-05172024,,.00,37126.61,-213514584.68,
11,398,GNI,05/20/24, Tax 05202024-05202024,,.00,18749.9,-213533334.58,
11,399,GNI,05/21/24, Tax 05212024-05212024,,.00,9324.67,-213542659.25,
11,400,GNI,05/22/24, Tax 05222024-05222024,,.00,4868.53,-213547527.78,
11,400,GNI,05/22/24, Tax 05222024-05222024,,3384.21,0,-213544143.57,
11,401,GNI,05/23/24, Tax 05232024-05232024,,.00,17623.47,-213561767.04,
11,402,GNI,05/24/24, Tax 05242024-05242024,,.00,30968.21,-213592735.25,
11,403,GNI,05/28/24, Tax 05282024-05282024,,.00,8047.67,-213600782.92,
11,404,GNI,05/29/24, Tax 05292024-05292024,,.00,20862.57,-213621645.49,
11,405,GNI,05/30/24, Tax 05302024-05302024,,.00,115.46,-213621760.95,
11,408,GEN,05/31/24,,,306.29,0,-213621454.66,
11,423,GRV,05/31/24,,,.00,306.29,-213621760.95,
11,424,GEN,05/31/24, May 24,,326.29,0,-213621434.66,
11,427,GEN,05/31/24, May 24,,86052.00,0,-213535382.66,
11,460,GEN,05/31/24,,,.00,587.36,-213535970.02,
12,50,API,06/06/24, 020807 120336 IBRAIMI,,2508.68,0,-213533461.34,
12,50,API,06/06/24, 020806 120334 FORD,,4345.21,0,-213529116.13,
12,50,API,06/06/24, 020804 120318 ADVANCED,,879.00,0,-213528237.13,
12,50,API,06/06/24, 020805 120320 AVITABLE,,3980.15,0,-213524256.98,
12,50,API,06/06/24, 018999 120321 BOWENS,,17.92,0,-213524239.06,
12,50,API,06/06/24, 012392 120322 CORELOGIC,,3621.01,0,-213520618.05,
12,50,API,06/06/24, 012392 120323 CORELOGIC,,4057.11,0,-213516560.94,
12,50,API,06/06/24, 012392 120324 CORELOGIC,,4761.58,0,-213511799.36,
12,50,API,06/06/24, 012392 120325 CORELOGIC,,3982.12,0,-213507817.24,
12,50,API,06/06/24, 012392 120326 CORELOGIC,,3936.74,0,-213503880.50,
12,50,API,06/06/24, 012392 120327 CORELOGIC,,2818.02,0,-213501062.48,
12,50,API,06/06/24, 012392 120328 CORELOGIC,,3212.53,0,-213497849.95,
12,50,API,06/06/24, 012392 120329 CORELOGIC,,1744.40,0,-213496105.55,
12,50,API,06/06/24, 012392 120330 CORELOGIC,,2920.50,0,-213493185.05,
12,50,API,06/06/24, 012392 120331 CORELOGIC,,3711.78,0,-213489473.27,
12,302,GNI,06/03/24, Tax 06032024-06032024,,.00,98793.07,-213588266.34,
12,303,GNI,06/04/24, Tax 06042024-06042024,,.00,12207.96,-213600474.30,
12,304,GNI,06/05/24, Tax 06052024-06052024,,.00,9424.33,-213609898.63,
12,305,GNI,06/06/24, Tax 06062024-06062024,,.00,20097.88,-213629996.51,
12,305,GNI,06/06/24, Tax 06062024-06062024,,3903.76,0,-213626092.75,
12,306,GNI,06/07/24, Tax 06072024-06072024,,.00,10879.83,-213636972.58,
12,307,GNI,06/10/24, Tax 06102024-06102024,,.00,21526.79,-213658499.37,
12,310,GNI,06/13/24, Tax 06132024-06132024,,.00,17992.39,-213676491.76,
12,311,GNI,06/14/24, Tax 06142024-06142024,,.00,2901.9,-213679393.66,
12,312,GNI,06/17/24, Tax 06172024-06172024,,.00,51027.18,-213730420.84,
12,312,GNI,06/17/24, Tax 06172024-06172024,,6622.09,0,-213723798.75,
12,313,GNI,06/18/24, Tax 06182024-06182024,,.00,16278.22,-213740076.97,
12,314,GNI,06/20/24, Tax 06202024-06202024,,.00,14755.61,-213754832.58,
12,315,GNI,06/24/24, Tax 06242024-06242024,,.00,11369.01,-213766201.59,
12,316,GNI,06/25/24, Tax 06252024-06252024,,.00,6898.66,-213773100.25,
12,317,GNI,06/26/24, Tax 06262024-06262024,,.00,276.68,-213773376.93,
12,318,GNI,06/27/24, Tax 06272024-06272024,,.00,12437.99,-213785814.92,
12,319,GNI,06/28/24, Tax 06282024-06282024,,.00,64760.14,-213850575.06,
12,320,GNI,06/21/24, Tax 06212024-06212024,,.00,1886.85,-213852461.91,
12,553,GEN,06/30/24, June,,.00,513961.65,-214366423.56,
12,557,GEN,06/30/24, June,,19645.02,0,-214346778.54,
12,558,GEN,06/30/24, Jun 24,,.00,4195.23,-214350973.77,
12,698,GRV,06/30/24, June,,.00,19645.02,-214370618.79,
12,731,GRV,06/30/24, June,,513961.65,0,-213856657.14,
12,734,GEN,06/30/24,,,.00,1981.07,-213858638.21,
12,747,GEN,06/30/24, ADJ,,.00,2e+06,-215858638.21,
12,800,GRV,06/30/24, ADJ,,2000000.00,0,-213858638.21,
,10108-0801,,,,0,68695166.59,282553804.8,-213858638.21,-213858638.21
001 -40-01-008-0802 -,,,,,,,,,
BACK TAXES,,,10108,.00,,,,,
1,184,API,07/17/23, 016845 112392 CARTER,,388.08,0,388.08,
1,184,API,07/17/23, 012392 112393 CORELOGIC,,720.82,0,1108.90,
1,184,API,07/17/23, 016961 112395 EAN HOLDINGS,,611.38,0,1720.28,
1,184,API,07/17/23, 020190 112396 JOHN HALL,,4570.16,0,6290.44,
1,184,API,07/17/23, 024389 112397 HARLOW,,50.22,0,6340.66,
1,184,API,07/17/23, 020191 112398 LANDIS,,5233.52,0,11574.18,
1,184,API,07/17/23, 020192 112399 MCHUGH,,90.71,0,11664.89,
1,184,API,07/17/23, 032164 112400 MCKIERNAN,,127.34,0,11792.23,
1,184,API,07/17/23, 032164 112402 MCKIERNAN,,128.48,0,11920.71,
1,184,API,07/17/23, 020193 112403 NORFLEET,,415.64,0,12336.35,
1,184,API,07/17/23, 020039 112405 REIZFELD,,4188.38,0,16524.73,
1,352,GNI,07/03/23, Tax rg 07032023-07032023,,.00,2723.16,13801.57,
1,354,GNI,07/05/23, Tax rg 07052023-07052023,,.00,8.86,13792.71,
1,355,GNI,07/06/23, Tax rg 07062023-07062023,,.00,3029.29,10763.42,
1,357,GNI,07/10/23, Tax rg 07102023-07102023,,.00,2574.43,8188.99,
1,358,GNI,07/11/23, Tax rg 07112023-07112023,,.00,469.8,7719.19,
1,359,GNI,07/12/23, Tax rg 07122023-07122023,,.00,312.66,7406.53,
1,360,GNI,07/13/23, Tax rg 07132023-07132023,,.00,893.26,6513.27,
1,361,GNI,07/14/23, Tax rg 07142023-07142023,,.00,82.65,6430.62,
1,363,GNI,07/17/23, Tax rg 07172023-07172023,,.00,412.72,6017.90,
1,364,GNI,07/18/23, Tax rg 07182023-07182023,,.00,48479.85,-42461.95,
1,365,GNI,07/19/23, Tax rg 07192023-07192023,,.00,560.48,-43022.43,
1,366,GNI,07/20/23, Tax rg 07202023-07202023,,.00,5.44,-43027.87,
1,367,GNI,07/21/23, Tax rg 07212023-07212023,,.00,168.33,-43196.20,
1,368,GNI,07/24/23, Tax rg 07242023-07242023,,.00,1123.74,-44319.94,
1,369,GNI,07/25/23, Tax rg 07252023-07252023,,.00,1230.87,-45550.81,
1,370,GNI,07/26/23, Tax rg 07262023-07262023,,.00,1288.59,-46839.40,
1,371,GNI,07/27/23, Tax rg 07272023-07272023,,.00,711.79,-47551.19,
1,372,GNI,07/31/23, Tax rg 07312023-07312023,,.00,1495.3,-49046.49,
1,456,GNI,07/28/23, chris 07282023-07282023,,.00,505.1,-49551.59,
1,457,GEN,07/01/23, AJE 31,,531174.30,0,481622.71,
2,282,GNI,08/01/23, Tax rg 08012023-08012023,,.00,536.16,481086.55,
2,283,GNI,08/02/23, Tax rg 08022023-08022023,,.00,2135.3,478951.25,
2,283,GNI,08/02/23, Tax rg 08022023-08022023,,142850.21,0,621801.46,
2,284,GNI,08/03/23, Tax rg 08032023-08032023,,.00,370.8,621430.66,
2,285,GNI,08/04/23, Tax rg 08042023-08042023,,.00,2572.08,618858.58,
2,286,GNI,08/07/23, Tax rg 08072023-08072023,,.00,663.3,618195.28,
2,288,GNI,08/09/23, Tax rg 08092023-08092023,,.00,912.48,617282.80,
2,289,GNI,08/10/23, Tax rg 08102023-08102023,,.00,3181.41,614101.39,
2,291,GNI,08/14/23, Tax rg 08142023-08142023,,.00,3470.98,610630.41,
2,292,GNI,08/15/23, Tax rg 08152023-08152023,,.00,8961.41,601669.00,
2,293,GNI,08/16/23, Tax rg 08162023-08162023,,329.40,0,601998.40,
2,294,GNI,08/17/23, Tax rg 08172023-08172023,,.00,212.22,601786.18,
2,295,GNI,08/18/23, Tax rg 08182023-08182023,,.00,33229.03,568557.15,
2,297,GNI,08/22/23, Tax rg 08222023-08222023,,.00,849.54,567707.61,
2,298,GNI,08/23/23, Tax rg 08232023-08232023,,.00,167.85,567539.76,
2,299,GNI,08/24/23, Tax rg 08242023-08242023,,.00,6499.81,561039.95,
2,301,GNI,08/28/23, Tax rg 08282023-08282023,,.00,4.21,561035.74,
2,303,GNI,08/30/23, Tax rg 08302023-08302023,,.00,1934.98,559100.76,
2,304,GNI,08/31/23, Tax rg 08312023-08312023,,.00,1059.3,558041.46,
3,66,API,09/12/23, 014495 113630 ACAR,,250.58,0,558292.04,
3,66,API,09/12/23, 014406 113631 ALLY FINANCIAL,,1148.67,0,559440.71,
3,66,API,09/12/23, 020267 113632 AYALA,,470.35,0,559911.06,
3,66,API,09/12/23, 020268 113633 BENJAMIN,,619.66,0,560530.72,
3,66,API,09/12/23, 020268 113634 BENJAMIN,,616.06,0,561146.78,
3,66,API,09/12/23, 020269 113635 BRANDI,,13.28,0,561160.06,
3,66,API,09/12/23, 020271 113636 DINAN,,108.64,0,561268.70,
3,66,API,09/12/23, 012770 113637 ENTERPRISE FM T,,723.60,0,561992.30,
3,66,API,09/12/23, 012770 113638 ENTERPRISE FM T,,250.58,0,562242.88,
3,66,API,09/12/23, 013066 113639 GIFFORD,,158.34,0,562401.22,
3,66,API,09/12/23, 020272 113640 HOFFMAN,,58.97,0,562460.19,
3,66,API,09/12/23, 014410 113641 HONDA LEASE TRU,,205.22,0,562665.41,
3,66,API,09/12/23, 014410 113642 HONDA LEASE TRU,,1097.48,0,563762.89,
3,66,API,09/12/23, 020273 113643 KEPNAN,,66.55,0,563829.44,
3,66,API,09/12/23, 020274 113644 KNOX,,100.00,0,563929.44,
3,66,API,09/12/23, 020275 113645 MASTROIANNI,,85.76,0,564015.20,
3,66,API,09/12/23, 012870 113646 DAIMLER TRUST,,352.76,0,564367.96,
3,66,API,09/12/23, 012870 113650 DAIMLER TRUST,,682.86,0,565050.82,
3,66,API,09/12/23, 012870 113651 DAIMLER TRUST,,211.48,0,565262.30,
3,66,API,09/12/23, 201188 113653 MERCHANTS,,239.56,0,565501.86,
3,66,API,09/12/23, 012113 113654 NISSAN INFINITI,,72.10,0,565573.96,
3,66,API,09/12/23, 012113 113655 NISSAN INFINITI,,611.10,0,566185.06,
3,66,API,09/12/23, 012113 113656 NISSAN INFINITI,,245.09,0,566430.15,
3,66,API,09/12/23, 020276 113657 NORMAN,,39.97,0,566470.12,
3,66,API,09/12/23, 020277 113658 PAVLIS,,95.23,0,566565.35,
3,66,API,09/12/23, 020278 113659 SEMENZA,,31.96,0,566597.31,
3,66,API,09/12/23, 013413 113660 TOYOTA LEASE TR,,584.54,0,567181.85,
3,66,API,09/12/23, 013413 113661 TOYOTA LEASE TR,,426.20,0,567608.05,
3,66,API,09/12/23, 200406 113662 V AND F PAVING,,156.43,0,567764.48,
3,66,API,09/12/23, 015784 113663 VCFS AUTO,,255.37,0,568019.85,
3,66,API,09/12/23, 020279 113664 WYLIE,,55.48,0,568075.33,
3,295,GNI,09/01/23, 09012023-09012023,,.00,1537.24,566538.09,
3,296,GNI,09/05/23, 09052023-09052023,,.00,507.73,566030.36,
3,297,GNI,09/06/23, 09062023-09062023,,.00,466.2,565564.16,
3,298,GNI,09/07/23, 09072023-09072023,,.00,9168.92,556395.24,
3,299,GNI,09/08/23, 09082023-09082023,,.00,915.21,555480.03,
3,300,GNI,09/11/23, 09112023-09112023,,.00,2649.43,552830.60,
3,301,GNI,09/12/23, 09122023-09122023,,.00,410.56,552420.04,
3,302,GNI,09/13/23, 09132023-09132023,,.00,3732.09,548687.95,
3,303,GNI,09/14/23, 09132023-09132023,,.00,3732.09,544955.86,
3,304,GNI,09/15/23, 09152023-09152023,,.00,349.2,544606.66,
3,306,GNI,09/18/23, 09182023-09182023,,.00,9914.81,534691.85,
3,307,GNI,09/19/23, 09192023-09192023,,.00,81454.14,453237.71,
3,308,GNI,09/20/23, 09202023-09202023,,.00,4828.26,448409.45,
3,309,GNI,09/21/23, 09212023-09212023,,.00,1336.94,447072.51,
3,311,GNI,09/25/23, 09252023-09252023,,.00,8367.63,438704.88,
3,312,GNI,09/26/23, 09262023-09262023,,.00,6519.66,432185.22,
3,314,GNI,09/28/23, 09282023-09282023,,.00,51608.83,380576.39,
3,315,GNI,09/29/23, 09292023-09292023,,.00,2286.49,378289.90,
3,351,GNI,09/14/23, chris 09142023-09142023,,.00,1949.76,376340.14,
3,353,GRV,09/14/23,,,3732.09,0,380072.23,
4,144,API,10/13/23, 014406 114452 ALLY FINANCIAL,,50.16,0,380122.39,
4,144,API,10/13/23, 020341 114453 AYERS,,1008.91,0,381131.30,
4,144,API,10/13/23, 020341 114454 AYERS,,724.20,0,381855.50,
4,144,API,10/13/23, 020342 114455 BUONTEMPO,,12.27,0,381867.77,
4,144,API,10/13/23, 015838 114456 CCAP AUTO,,744.92,0,382612.69,
4,144,API,10/13/23, 020343 114457 JOYNER,,98.03,0,382710.72,
4,144,API,10/13/23, 020344 114458 KEYS,,86.34,0,382797.06,
4,144,API,10/13/23, 020345 114459 CHATCHAI,,173.50,0,382970.56,
4,144,API,10/13/23, 020346 114460 MENDIZABAL,,49.53,0,383020.09,
4,144,API,10/13/23, 020347 114461 MUHAMMAD,,120.44,0,383140.53,
4,144,API,10/13/23, 020348 114462 RICHEY,,95.92,0,383236.45,
4,144,API,10/13/23, 020349 114463 RODRIGUEZ,,196.71,0,383433.16,
4,144,API,10/13/23, 020350 114464 SEARIGHT,,84.45,0,383517.61,
4,144,API,10/13/23, 013413 114465 TOYOTA LEASE TR,,290.84,0,383808.45,
4,144,API,10/13/23, 013413 114466 TOYOTA LEASE TR,,221.16,0,384029.61,
4,144,API,10/13/23, 013413 114467 TOYOTA LEASE TR,,256.60,0,384286.21,
4,144,API,10/13/23, 015784 114468 VCFS AUTO,,508.82,0,384795.03,
4,144,API,10/13/23, 014446 114469 VISCUSO,,1941.80,0,386736.83,
4,144,API,10/13/23, 020351 114470 TSERING,,221.87,0,386958.70,
4,382,GNI,10/02/23, 10022023-10022023,,.00,365.53,386593.17,
4,383,GNI,10/03/23, 10032023-10032023,,.00,1742.52,384850.65,
4,384,GNI,10/04/23, 10042023-10042023,,.00,399.15,384451.50,
4,386,GNI,10/06/23, 10062023-10062023,,.00,4900.35,379551.15,
4,387,GNI,10/10/23, 10102023-10102023,,.00,405.88,379145.27,
4,388,GNI,10/11/23, 10112023-10112023,,.00,32682.26,346463.01,
4,391,GNI,10/16/23, 10162023-10162023,,.00,71894.89,274568.12,
4,392,GNI,10/17/23, 10172023-10172023,,.00,692.52,273875.60,
4,394,GNI,10/19/23, 10192023-10192023,,.00,41085.19,232790.41,
4,395,GNI,10/20/23, 10202023-10202023,,6598.32,0,239388.73,
4,396,GNI,10/23/23, 10232023-10232023,,.00,575.83,238812.90,
4,398,GNI,10/25/23, 10252023-10252023,,.00,166.94,238645.96,
4,401,GNI,10/30/23, 10302023-10302023,,.00,12300.33,226345.63,
4,402,GNI,10/31/23, 10312023-10312023,,.00,12038.85,214306.78,
5,80,API,11/15/23, 020489 115142 BURKE,,376.70,0,214683.48,
5,80,API,11/15/23, 015838 115143 CCAP AUTO,,332.32,0,215015.80,
5,80,API,11/15/23, 020490 115144 CONTE,,72.55,0,215088.35,
5,80,API,11/15/23, 020491 115145 GIGANTINO,,152.24,0,215240.59,
5,80,API,11/15/23, 020492 115146 HOFFLER,,338.86,0,215579.45,
5,80,API,11/15/23, 012113 115147 NISSAN INFINITI,,278.30,0,215857.75,
5,80,API,11/15/23, 012113 115148 NISSAN INFINITI,,395.88,0,216253.63,
5,80,API,11/15/23, 020493 115149 STEVENS,,27.11,0,216280.74,
5,80,API,11/15/23, 020494 115150 TAYLOR,,23.41,0,216304.15,
5,80,API,11/15/23, 051230 115151 V W CREDIT LEAS,,39.06,0,216343.21,
5,80,API,11/15/23, 051230 115152 V W CREDIT LEAS,,52.92,0,216396.13,
5,191,GNI,11/01/23, 11012023-11012023,,.00,4711.75,211684.38,
5,193,GNI,11/03/23, 11032023-11032023,,.00,668.08,211016.30,
5,194,GNI,11/06/23, 11062023-11062023,,.00,1666.38,209349.92,
5,197,GNI,11/13/23, 11132023-11132023,,.00,304.2,209045.72,
5,197,GNI,11/13/23, 11132023-11132023,,12762.04,0,221807.76,
5,198,GNI,11/14/23, 11142023-11142023,,.00,7551.66,214256.10,
5,200,GNI,11/15/23, 11152023-11152023,,.00,914.4,213341.70,
5,201,GNI,11/16/23, 11162023-11162023,,.00,608.33,212733.37,
5,202,GNI,11/17/23, 11172023-11172023,,.00,40983.29,171750.08,
5,203,GNI,11/20/23, 11202023-11202023,,.00,375.76,171374.32,
5,207,GNI,11/27/23, 11272023-11272023,,.00,3430.15,167944.17,
5,208,GNI,11/28/23, 11282023-11282023,,.00,5638.16,162306.01,
5,209,GNI,11/29/23, 11292023-11292023,,.00,218.72,162087.29,
5,210,GNI,11/30/23, 11302023-11302023,,.00,2637.51,159449.78,
5,330,GNI,11/07/23, chris 11072023-11072023,,.00,2406.71,157043.07,
6,202,API,12/21/23, 013413 116329 TOYOTA LEASE TR,,662.00,0,157705.07,
6,202,API,12/21/23, 012770 116290 ENTERPRISE FM T,,242.16,0,157947.23,
6,202,API,12/21/23, 020564 116280 MANACCHIO,,107.99,0,158055.22,
6,202,API,12/21/23, 013413 116281 TOYOTA LEASE TR,,93.36,0,158148.58,
