address,appraisal,sale_date,sale_price,use_code,use_description,zone,neighborhood,acres,land_value,style,model,grade,hist_land_value,hist_total_value,street_url,status
40 AMOS ST,312000,10/21/2021,335000,1010,Single Fam M01,R3,100,0.59,89000,Cape Cod,Residential,C,62400,206000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=AMOS%20ST,success
22 ANDOVER RD,345200,12/27/2022,0,1010,Single Fam M01,R3,100,0.61,89500,Ranch,Residential,C,62700,237800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDOVER%20RD,success
23 ANDOVER RD,349900,09/10/2020,0,1010,Single Fam M01,R3,100,0.61,89500,Colonial,Residential,C +,62700,253100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDOVER%20RD,success
32 ANDOVER RD,329700,08/29/1966,0,1010,Single Fam M01,R3,100,0.55,88100,Colonial,Residential,C +,61700,237300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDOVER%20RD,success
35 ANDOVER RD,352400,09/05/2000,164000,1010,Single Fam M01,R3,100,0.5,86900,Split-Level,Residential,C,60900,218200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDOVER%20RD,success
44 ANDOVER RD,314400,09/26/1990,0,1010,Single Fam M01,R3,100,0.47,85600,Split-Level,Residential,C,60000,210900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDOVER%20RD,success
47 ANDOVER RD,343700,09/08/2016,1,1010,Single Fam M01,R3,100,0.58,88800,Raised Ranch,Residential,C +,62200,221700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDOVER%20RD,success
56 ANDOVER RD,353300,09/27/2005,295000,1010,Single Fam M01,R3,100,0.47,85600,Split-Level,Residential,C,60000,216900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDOVER%20RD,success
61 ANDOVER RD,358400,09/11/2017,255000,1010,Single Fam M01,R3,100,0.55,88100,Colonial,Residential,C +,61700,242600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDOVER%20RD,success
68 ANDOVER RD,362800,07/11/2023,385000,1010,Single Fam M01,R3,100,0.47,85600,Colonial,Residential,C +,60000,247600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDOVER%20RD,success
73 ANDOVER RD,372100,04/13/2009,305000,1010,Single Fam M01,R3,100,0.52,87400,Colonial,Residential,C +,61200,254300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDOVER%20RD,success
80 ANDOVER RD,330200,01/03/2003,253000,1010,Single Fam M01,R3,100,0.47,85600,Colonial,Residential,C +,60000,228100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDOVER%20RD,success
85 ANDOVER RD,389900,11/19/1965,0,1010,Single Fam M01,R3,100,0.69,91400,Raised Ranch,Residential,C +,64000,270800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDOVER%20RD,success
90 ANDOVER RD,412600,07/09/2019,318000,1010,Single Fam M01,R3,100,0.57,88600,Colonial,Residential,C +,62100,284100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDOVER%20RD,success
ANDREW ST,4700,01/26/1990,0,1300,Vacant M00,R3,100,0.47,4700,Vacant Land,       ,       ,5200,5200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDREW%20ST,success
20 ANDREW ST,438500,10/19/2021,0,1010,Single Fam M01,R3,100,0.63,90000,Colonial,Residential,C +,63000,320800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDREW%20ST,success
27 ANDREW ST,414100,04/30/2018,345000,1010,Single Fam M01,R3,100,0.56,88300,Colonial,Residential,C +,61900,294300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDREW%20ST,success
32 ANDREW ST,415800,12/04/2017,295000,1010,Single Fam M01,R3,100,0.56,88300,Colonial,Residential,C +,61900,262000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDREW%20ST,success
35 ANDREW ST,427900,10/31/2008,380000,1010,Single Fam M01,R3,100,0.73,92400,Colonial,Residential,B -,64700,325400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANDREW%20ST,success
7 ANNS FARM RD ,368700,06/08/2023,0,1010,Single Fam M01,R4,120,0.25,114100,Colonial,Residential,C,67800,237800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
17 ANNS FARM RD ,391600,09/29/2022,365000,1010,Single Fam M01,R4,120,0.24,112800,Raised Ranch,Residential,C,67100,219800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
18 ANNS FARM RD ,370200,01/18/2022,290000,1010,Single Fam M01,R4,120,0.25,114100,Raised Ranch,Residential,C,67800,217700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
27 ANNS FARM RD ,357000,01/13/2005,270000,1010,Single Fam M01,R4,120,0.24,112800,Raised Ranch,Residential,C,67100,222700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
28 ANNS FARM RD ,437100,03/20/2007,360000,1010,Single Fam M01,R4,120,0.24,112800,Colonial,Residential,C +,67100,296300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
39 ANNS FARM RD,395500,11/12/1998,0,1010,Single Fam M01,R4,120,0.24,112800,Raised Ranch,Residential,C +,67100,250800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
40 ANNS FARM RD,360700,03/01/2005,265000,1010,Single Fam M01,R4,120,0.25,114100,Raised Ranch,Residential,C,67800,227500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
49 ANNS FARM RD,423600,08/22/2018,0,1010,Single Fam M01,R4,120,0.24,112800,Raised Ranch,Residential,C +,67100,271200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
50 ANNS FARM RD,367900,08/02/1999,153000,1010,Single Fam M01,R4,120,0.24,112800,Raised Ranch,Residential,C,67100,230300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
59 ANNS FARM RD ,362400,03/27/2023,320000,1010,Single Fam M01,R4,120,0.24,112800,Colonial,Residential,C,67100,232400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
60 ANNS FARM RD,370400,04/27/2005,286000,1010,Single Fam M01,R4,120,0.24,112800,Colonial,Residential,C,67100,239900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
69 ANNS FARM RD,358500,10/31/2016,210000,1010,Single Fam M01,R4,120,0.2,107900,Colonial,Residential,C,64100,235600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
70 ANNS FARM RD ,350500,07/22/2019,252000,1010,Single Fam M01,R4,120,0.23,111600,Colonial,Residential,C,66300,228800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
86 ANNS FARM RD ,377300,02/01/2016,211000,1010,Single Fam M01,R4,120,0.23,111600,Raised Ranch,Residential,C,66300,234700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
90 ANNS FARM RD ,368400,04/20/2004,0,1010,Single Fam M01,R4,120,0.23,111600,Split-Level,Residential,C,66300,223800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
91 ANNS FARM RD,351800,07/27/2021,290000,1010,Single Fam M01,R4,120,0.23,111600,Split-Level,Residential,C,66300,211400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
100 ANNS FARM RD,405900,09/22/1993,132900,1010,Single Fam M01,R4,120,0.23,111600,Split-Level,Residential,C,66300,240900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
101 ANNS FARM RD,376300,01/19/1981,0,1010,Single Fam M01,R4,120,0.23,111600,Split-Level,Residential,C,66300,230300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
110 ANNS FARM RD ,368400,10/07/2016,199000,1010,Single Fam M01,R4,120,0.23,111600,Split-Level,Residential,C,66300,223800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
111 ANNS FARM RD ,343600,12/16/2010,0,1010,Single Fam M01,R4,120,0.23,111600,Split-Level,Residential,C,66300,211000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
120 ANNS FARM RD,362200,10/25/2023,275000,1010,Single Fam M01,R4,120,0.23,111600,Split-Level,Residential,C,66300,221100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
121 ANNS FARM RD ,379200,09/23/2021,295000,1010,Single Fam M01,R4,120,0.23,111600,Split-Level,Residential,C,66300,236300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
130 ANNS FARM RD ,354100,03/02/2022,310000,1010,Single Fam M01,R4,120,0.24,112800,Split-Level,Residential,C,67100,219400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
131 ANNS FARM RD ,321400,06/03/2002,0,1010,Single Fam M01,R4,120,0.23,111600,Split-Level,Residential,C,66300,198100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
140 ANNS FARM RD,410600,01/27/2005,0,1010,Single Fam M01,R4,120,0.24,112800,Split-Level,Residential,C,67100,234400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
141 ANNS FARM RD ,348000,04/16/2008,240000,1010,Single Fam M01,R4,120,0.24,112800,Split-Level,Residential,C,67100,213300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
168 ANNS FARM RD ,374900,10/11/2022,325000,1010,Single Fam M01,R4,120,0.24,112800,Split-Level,Residential,C,67100,225700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
169 ANNS FARM RD,321200,10/28/2013,182500,1010,Single Fam M01,R4,120,0.23,111600,Raised Ranch,Residential,C,66300,197000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
178 ANNS FARM RD,412700,10/31/2002,195000,1010,Single Fam M01,R4,120,0.24,112800,Split-Level,Residential,C,67100,244700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
179 ANNS FARM RD,375000,11/14/2013,1,1010,Single Fam M01,R4,120,0.23,111600,Split-Level,Residential,C,66300,232500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
188 ANNS FARM RD ,371200,05/16/2024,395000,1010,Single Fam M01,R4,120,0.23,111600,Split-Level,Residential,C,66300,228200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
189 ANNS FARM RD,385700,07/07/2015,215000,1010,Single Fam M01,R4,120,0.23,111600,Split-Level,Residential,C,66300,242000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
198 ANNS FARM RD ,367200,06/21/2018,223000,1010,Single Fam M01,R4,120,0.23,111600,Split-Level,Residential,C,66300,234400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
199 ANNS FARM RD,423400,08/29/2023,0,1010,Single Fam M01,R4,120,0.23,111600,Split-Level,Residential,C,66300,247900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
208 ANNS FARM RD,347200,05/18/2017,193000,1010,Single Fam M01,R4,120,0.19,106700,Raised Ranch,Residential,C,63400,216500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
209 ANNS FARM RD,340900,08/28/2009,236000,1010,Single Fam M01,R4,120,0.23,111600,Raised Ranch,Residential,C,66300,208000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
216 ANNS FARM RD,354600,12/02/1983,0,1010,Single Fam M01,R4,120,0.28,116000,Split-Level,Residential,C,69000,217400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
224 ANNS FARM RD,318500,05/09/2019,219900,1010,Single Fam M01,R4,120,0.27,109600,Cape Cod,Residential,C,65200,205500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
232 ANNS FARM RD,330300,05/31/2001,150000,1010,Single Fam M01,R4,120,0.22,110400,Ranch,Residential,C,65600,208800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
240 ANNS FARM RD,308600,05/11/2011,0,1010,Single Fam M01,R4,120,0.25,114100,Ranch,Residential,C,67800,190600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
241 ANNS FARM RD,333700,06/03/1985,0,1010,Single Fam M01,R4,120,0.3,117300,Raised Ranch,Residential,C,69700,204200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
248 ANNS FARM RD,358200,03/14/2024,0,1010,Single Fam M01,R4,120,0.28,116000,Ranch,Residential,C,69000,210300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
249 ANNS FARM RD,355800,09/13/2005,0,1010,Single Fam M01,R4,120,0.27,115400,Split-Level,Residential,C,68600,212300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
256 ANNS FARM RD,325300,12/31/1997,0,1010,Single Fam M01,R4,120,0.24,112800,Ranch,Residential,C,67100,200800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
257 ANNS FARM RD,350000,03/24/2000,130000,1010,Single Fam M01,R4,120,0.25,114100,Raised Ranch,Residential,C,67800,217900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
264 ANNS FARM RD,398000,11/09/2021,279500,1010,Single Fam M01,R4,120,0.25,114100,Split-Level,Residential,C,67800,247300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
265 ANNS FARM RD,354400,04/11/2024,405000,1010,Single Fam M01,R4,120,0.29,116700,Raised Ranch,Residential,C,69400,206600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
272 ANNS FARM RD,354100,12/13/2005,0,1010,Single Fam M01,R4,120,0.23,111600,Raised Ranch,Residential,C,66300,224000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
273 ANNS FARM RD ,374800,08/09/2001,179900,1010,Single Fam M01,R4,120,0.24,112800,Split-Level,Residential,C,67100,234500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ANNS%20FARM%20RD,success
4 APPLE TREE LA,313600,01/27/2025,0,1010,Single Fam M01,R3,100,0.48,86000,Ranch,Residential,C,60300,217800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=APPLE%20TREE%20LA,success
16 APPLE TREE LA,313000,12/04/2000,0,1010,Single Fam M01,R3,100,0.5,86900,Ranch,Residential,C,60900,219800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=APPLE%20TREE%20LA,success
19 APPLE TREE LA ,352800,08/31/1993,148000,1010,Single Fam M01,R3,100,0.51,87100,Ranch,Residential,C,61100,240500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=APPLE%20TREE%20LA,success
28 APPLE TREE LA ,319600,10/31/2022,330000,1010,Single Fam M01,R3,100,0.57,88600,Ranch,Residential,C,62100,219200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=APPLE%20TREE%20LA,success
31 APPLE TREE LA,331900,08/30/2017,0,1010,Single Fam M01,R3,100,0.54,87800,Ranch,Residential,C,61500,231200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=APPLE%20TREE%20LA,success
40 APPLE TREE LA,313200,05/30/2018,237500,1010,Single Fam M01,R3,100,0.44,84300,Ranch,Residential,C,59100,247600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=APPLE%20TREE%20LA,success
45 APPLE TREE LA,283900,04/14/2005,285000,1010,Single Fam M01,R3,100,0.53,87600,Ranch,Residential,C,61400,201600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=APPLE%20TREE%20LA,success
57 APPLE TREE LA,332900,04/17/1972,0,1010,Single Fam M01,R3,100,0.69,91400,Ranch,Residential,C,64000,227800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=APPLE%20TREE%20LA,success
60 APPLE TREE LA,356100,04/13/2018,215000,1010,Single Fam M01,R3,100,0.56,88300,Ranch,Residential,C,61900,253300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=APPLE%20TREE%20LA,success
69 APPLE TREE LA,314400,02/14/2020,0,1010,Single Fam M01,R3,100,0.62,89700,Ranch,Residential,C,62900,215200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=APPLE%20TREE%20LA,success
10 ARCADIA AVE ,279800,12/19/2014,0,1010,Single Fam M01,R4,65,0.13,75100,Colonial,Residential,C,41600,178100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
14 ARCADIA AVE ,272900,01/22/2021,245000,1010,Single Fam M01,R4,65,0.11,72100,Old Style,Residential,C,40000,187100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
20 ARCADIA AVE ,322900,02/04/2015,140500,1010,Single Fam M01,R4,65,0.15,78000,Colonial,Residential,C,43200,205500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
24 ARCADIA AVE ,291000,11/30/1976,0,1010,Single Fam M01,R4,65,0.17,79900,Cape Cod,Residential,C,44200,185100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
25 ARCADIA AVE ,309600,11/06/2006,260000,1010,Single Fam M01,R4,65,0.23,85600,Ranch,Residential,C,47400,210800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
30 ARCADIA AVE ,273800,04/23/2024,296000,1010,Single Fam M01,R4,65,0.17,79900,Cape Cod,Residential,C,44200,169300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
31 ARCADIA AVE ,240000,12/13/2005,185000,1010,Single Fam M01,R4,65,0.11,72100,Ranch,Residential,C,40000,147100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
34 ARCADIA AVE ,284500,03/01/2023,249000,1010,Single Fam M01,R4,65,0.25,87500,Ranch,Residential,C,48400,157800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
35 ARCADIA AVE ,252700,08/25/1989,0,1010,Single Fam M01,R4,65,0.11,72100,Cape Cod,Residential,C,40000,155300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
44 ARCADIA AVE ,256000,09/03/2021,210000,1010,Single Fam M01,R4,65,0.25,87500,Ranch,Residential,C,48400,156300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
45 ARCADIA AVE ,300800,01/21/2000,109900,1010,Single Fam M01,R4,65,0.23,85600,Cape Cod,Residential,C,47400,188500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
48 ARCADIA AVE ,251200,10/30/2023,275000,1010,Single Fam M01,R4,65,0.17,79900,Ranch,Residential,C,44200,153400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
53 ARCADIA AVE ,257900,10/18/2018,154000,1010,Single Fam M01,R4,65,0.11,72100,Cape Cod,Residential,C,40000,162400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
56 ARCADIA AVE ,247900,08/29/2024,275000,1010,Single Fam M01,R4,65,0.17,79900,Cape Cod,Residential,C,44200,160300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
57 ARCADIA AVE ,258100,07/06/2020,0,1010,Single Fam M01,R4,65,0.17,79900,Cape Cod,Residential,C,44200,166800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
60 ARCADIA AVE ,254200,06/20/1995,89900,1010,Single Fam M01,R4,65,0.26,88000,Ranch,Residential,C,48700,158900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
65 ARCADIA AVE ,251600,08/30/2023,0,1010,Single Fam M01,R4,65,0.13,75100,Ranch,Residential,C,41600,153600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
69 ARCADIA AVE ,253100,11/30/2000,118000,1010,Single Fam M01,R4,65,0.13,75100,Ranch,Residential,C,41600,155900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
74 ARCADIA AVE ,262900,05/26/2015,0,1010,Single Fam M01,R4,65,0.27,84000,Ranch,Residential,C,46500,160000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
75 ARCADIA AVE ,251500,03/05/1990,0,1010,Single Fam M01,R4,65,0.13,75100,Ranch,Residential,C,41600,152900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
81 ARCADIA AVE ,252500,09/05/1984,0,1010,Single Fam M01,R4,65,0.19,81800,Ranch,Residential,C,45300,153400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCADIA%20AVE,success
27 ARCH ST ,372700,01/28/2021,0,906V,CHURCH  M00,T4,T,0.5,341200,Outbuildings,       ,       ,102300,125500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
32 ARCH ST ,11300,11/25/2021,375000,906V,CHURCH  M00,T4,T,0.08,7100,Outbuildings,       ,       ,3400,3400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
37 ARCH ST ,345400,06/09/2021,312090,1040,Two Family M01,T4,50,0.14,59900,Multi Family,Residential,C,38200,208600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
43 ARCH ST ,342400,01/08/2024,308000,1040,Two Family M01,T4,50,0.14,59900,Multi Family,Residential,C,38200,185700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
44 ARCH ST ,641800,10/25/2021,375000,906I,CHURCH  M96,T4,T,0.36,261700,Churches,Comm/Ind,NA,78500,258800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
50 ARCH ST ,259500,06/25/1998,79900,1010,Single Fam M01,T4,50,0.12,57600,Colonial,Residential,C,36700,172000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
51 ARCH ST ,342200,05/08/2024,380000,1040,Two Family M01,T4,50,0.19,64000,Multi Family,Residential,C,40800,195400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
54 ARCH ST ,241600,02/19/2019,113000,1010,Single Fam M01,T4,50,0.12,57600,Bungalow,Residential,C,36700,120400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
55 ARCH ST ,466600,12/07/2021,0,1050,Three Fam M01,T4,50,0.25,68400,Multi Family,Residential,C,43600,283300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
58 ARCH ST ,254200,10/15/2007,0,1010,Single Fam M01,T4,50,0.12,57600,Colonial,Residential,C,36700,158300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
59 ARCH ST ,19600,03/12/2002,590000,3370,PARK LOT,T4,T,0.15,15100,Outbuildings,       ,       ,10000,13300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
64 ARCH ST ,227600,10/16/2018,144000,1040,Two Family M01,T4,50,0.12,57600,Multi Family,Residential,C,36700,143200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
65 ARCH ST ,242700,01/03/2003,0,1040,Two Family M01,T4,50,0.14,59900,Multi Family,Residential,C,38200,147200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
69 ARCH ST ,196900,09/20/2022,200000,1010,Single Fam M01,T4,50,0.09,54200,Old Style,Residential,C -,34500,133000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
75 ARCH ST ,348300,03/10/2023,0,1040,Two Family M01,T4,50,0.18,63300,Multi Family,Residential,C,40300,208700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
76 ARCH ST ,435600,12/02/2016,1,1040,Two Family M01,T4,50,0.18,63300,Multi Family,Residential,C,44800,265600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
78 ARCH ST ,277200,10/04/1994,90000,1040,Two Family M01,T4,50,0.15,61000,Multi Family,Residential,C,38900,170900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
85 ARCH ST ,300400,12/01/2021,250000,1040,Two Family M01,T4,50,0.14,59900,Multi Family,Residential,C,38200,178400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=ARCH%20ST,success
